Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-02 01:58:54
29.238.234.108
210.41.172.41
14622
3389
TCP
5424
16600
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-02 02:19:28
44.175.112.227
164.149.51.185
46320
21
TCP
11568
33328
Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers...
2025-10-02 02:26:55
76.80.87.148
179.178.171.225
445
3389
TCP
44898
45483
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://api.service.io/dashboard?id=726257
2025-10-02 02:33:13
249.117.44.106
95.98.238.183
23642
25
TCP
53260
138087
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://api.service.io/owa/auth/logon.aspx?id=214323
2025-10-02 02:38:38
220.250.110.152
59.31.142.55
53649
80
TCP
55629
224913
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://internal.bank.local/dashboard?id=546535
2025-10-02 02:38:49
122.236.142.4
117.213.104.32
33422
3389
TCP
1735
1761
Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers...
https://api.service.io/login?id=77964
2025-10-02 02:45:09
187.219.126.64
136.164.188.145
80
80
TCP
21792
7555
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-02 03:02:10
84.222.113.229
104.252.11.127
22287
3306
TCP
16077
66592
Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers...
https://app.company.in/backup.sql?id=305170
2025-10-02 03:08:04
238.76.2.107
211.63.222.193
21
443
TCP
1897
2259
curl/8.4.0
2025-10-02 03:32:33
251.22.20.254
160.130.130.141
27040
21
TCP
22597
33999
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
2025-10-02 03:36:53
121.17.217.136
182.48.138.192
16296
36576
TCP
14754
16717
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://api.service.io/backup.sql?id=922406
2025-10-02 03:51:41
101.245.50.116
79.1.2.16
34734
80
TCP
49933
131302
Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
2025-10-02 04:07:05
127.123.42.143
192.139.18.201
21
3389
TCP
25084
19781
python-urllib/3.9
https://app.company.in/test.php?id=629681
2025-10-02 04:26:46
193.6.208.244
114.189.210.12
25
53
UDP
9146
34457
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://internal.bank.local/admin?id=884914
2025-10-02 04:34:49
56.67.183.76
136.36.157.167
52337
3306
TCP
96879
196078
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://webmail.corp/test.php?id=368914
2025-10-02 04:37:59
62.46.8.123
187.216.159.249
22726
445
TCP
630
1924
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://portal.example.org/dashboard?id=999178
2025-10-02 04:45:20
172.156.82.181
199.20.227.197
7004
1433
UDP
19874
70580
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-02 04:48:04
118.12.232.119
254.248.81.150
14167
53
TCP
1311
4973
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://app.company.in/?id=235852
2025-10-02 04:48:35
198.70.207.48
106.82.90.188
54356
443
UDP
5117
10490
Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers...
https://webmail.corp/.env?id=582183
2025-10-02 05:23:46
203.189.237.181
105.20.195.161
45878
22
TCP
51006
6227
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-02 05:28:53
163.0.36.99
117.105.136.67
22
25
TCP
2867
4632
python-requests/2.31.0
2025-10-02 05:30:41
229.170.16.76
255.248.76.230
3306
3389
ICMP
2257
8427
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
2025-10-02 05:42:29
110.138.106.202
222.191.58.205
50705
1433
TCP
995611
1844905
Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
https://app.company.in/api/v1/users?id=958364
2025-10-02 05:45:26
176.41.171.189
36.211.248.47
26188
21
TCP
2502
10183
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://app.company.in/shell?id=821379
2025-10-02 06:12:40
239.28.186.228
106.208.164.254
14715
443
TCP
308918
816766
Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers...
https://webmail.corp/admin?id=141306
2025-10-02 06:29:34
14.56.196.94
71.228.187.131
40499
443
TCP
16721
54751
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
2025-10-02 07:51:49
120.20.187.94
231.236.124.245
64898
3306
TCP
9511
28480
python-requests/2.31.0
2025-10-02 08:00:03
45.34.104.36
171.247.34.234
31292
1433
TCP
54549
198829
python-requests/2.31.0
https://portal.example.org/shell?id=833204
2025-10-02 08:08:27
252.171.122.139
16.165.96.250
43485
53
TCP
186941
411001
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://api.service.io/config.php?id=113271
2025-10-02 08:25:58
30.244.107.193
151.73.181.166
19420
445
TCP
3520
916
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://portal.example.org/phpmyadmin?id=60159
2025-10-02 08:48:07
191.115.164.91
183.28.220.178
15395
22
TCP
9736
8186
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
2025-10-02 08:49:06
230.136.216.71
207.253.235.31
63621
80
TCP
85390
125670
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://app.company.in/manager/html?id=376708
2025-10-02 08:58:05
14.32.190.89
143.165.99.183
12908
22
TCP
34919
127581
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://portal.example.org/shell?id=450510
2025-10-02 09:05:43
116.248.62.121
103.1.54.122
3169
443
UDP
128420
135572
Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0
https://portal.example.org/phpmyadmin?id=728266
2025-10-02 10:18:40
182.149.231.159
75.114.10.66
39877
21
TCP
50220
201259
python-requests/2.31.0
https://portal.example.org/api/v1/users?id=381138
2025-10-02 10:23:17
95.33.96.229
16.80.179.97
3083
443
TCP
397582
1041673
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://api.service.io/phpmyadmin?id=295883
2025-10-02 10:37:37
227.234.44.21
234.183.87.102
64361
3306
TCP
29311
46573
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-02 10:59:08
101.91.147.246
31.102.50.105
10340
80
UDP
31410
117090
curl/8.4.0
https://internal.bank.local/.env?id=614862
2025-10-02 11:06:37
245.39.55.43
175.203.253.120
21064
3306
TCP
36855
120163
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://portal.example.org/config.php?id=5638
2025-10-02 11:33:02
71.57.75.128
63.19.99.102
80
80
UDP
17536
13396
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-02 11:43:48
39.104.11.76
1.224.56.254
34673
25
TCP
85557
122769
curl/8.4.0
https://api.service.io/phpmyadmin?id=126175
2025-10-02 11:45:44
107.67.242.89
40.229.239.27
14531
3389
UDP
32185
7868
curl/8.4.0
https://webmail.corp/test.php?id=999396
2025-10-02 11:48:23
108.227.10.75
113.220.109.190
61247
21
TCP
77737
137531
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://api.service.io/phpmyadmin?id=774027
2025-10-02 12:27:26
49.32.11.224
241.11.49.231
20622
3389
TCP
99827
295763
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://internal.bank.local/manager/html?id=845960
2025-10-02 12:29:09
206.118.171.106
224.151.91.179
3700
30546
TCP
43718
75142
curl/8.4.0
https://app.company.in/test.php?id=599820
2025-10-02 12:36:06
149.175.167.125
118.80.12.177
29878
445
UDP
49155
121186
python-requests/2.31.0
2025-10-02 12:39:27
152.227.234.78
76.107.51.125
32022
25
TCP
4374
16546
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://api.service.io/test.php?id=731821
2025-10-02 12:46:21
146.67.156.44
233.208.236.102
6650
445
TCP
9131
37264
python-requests/2.31.0
https://portal.example.org/login?id=751885
2025-10-02 13:47:42
203.133.116.124
35.85.224.9
47063
25
TCP
84915
137214
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://webmail.corp/phpmyadmin?id=472576
2025-10-02 13:50:49
96.147.24.38
37.178.159.64
8403
3389
UDP
214874
801084
Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers...
https://app.company.in/dashboard?id=593450
2025-10-02 13:56:17
91.145.233.245
244.36.202.164
44695
25
UDP
987
3254
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://portal.example.org/wp-login.php?id=680179
2025-10-02 13:59:14
43.82.146.47
252.118.34.82
48152
445
TCP
8878
19255
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://app.company.in/backup.sql?id=87811
2025-10-02 14:17:49
250.89.78.42
131.158.215.70
51218
443
TCP
22874
67935
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://portal.example.org/manager/html?id=409161
2025-10-02 14:35:37
61.59.21.82
227.247.64.86
34410
22
TCP
5394
6897
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://app.company.in/wp-login.php?id=243745
2025-10-02 14:46:00
148.64.225.67
108.27.144.99
30832
445
TCP
5907
14813
python-urllib/3.9
https://internal.bank.local/?id=955503
2025-10-02 14:53:20
95.94.105.144
220.161.251.194
65075
21
UDP
47092
64627
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://api.service.io/phpmyadmin?id=584475
2025-10-02 14:58:29
182.17.162.251
168.22.104.112
37608
25
TCP
276565
1124823
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://webmail.corp/phpmyadmin?id=996808
2025-10-02 15:21:31
89.75.190.115
159.10.200.178
64845
3389
TCP
853
694
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://app.company.in/shell?id=115405
2025-10-02 15:56:42
139.83.154.32
233.55.163.182
14145
22
TCP
16768
34805
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://api.service.io/.env?id=995792
2025-10-02 16:10:46
236.12.207.239
234.56.202.8
44719
25
TCP
46223
29976
Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers...
2025-10-02 17:24:18
128.74.234.238
209.94.201.234
59775
53
TCP
76752
162295
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
2025-10-02 17:44:51
82.79.2.249
17.121.131.8
24652
443
TCP
36702
82724
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-02 18:28:48
190.169.151.122
213.155.53.178
5367
3306
TCP
368886
412563
python-requests/2.31.0
https://app.company.in/admin?id=382681
2025-10-02 18:48:37
230.148.75.205
222.69.79.203
445
3389
TCP
23069
36895
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://webmail.corp/backup.sql?id=175120
2025-10-02 18:50:54
145.226.173.177
198.28.221.99
18436
3389
TCP
179725
635275
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://internal.bank.local/test.php?id=153178
2025-10-02 19:23:16
29.245.20.36
113.222.207.249
45054
3389
TCP
7830
16910
curl/8.4.0
2025-10-02 19:24:42
174.59.157.7
83.146.2.84
23030
3389
TCP
24167
25184
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://internal.bank.local/test.php?id=747474
2025-10-02 19:37:01
103.112.228.92
60.91.142.41
22387
21
TCP
3164
3915
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
2025-10-02 19:37:13
24.167.28.156
161.58.210.251
443
3306
TCP
93095
41641
zgrab/0.x
2025-10-02 19:40:15
165.99.113.201
145.142.113.86
47316
25
TCP
18165
72570
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://app.company.in/backup.sql?id=857516
2025-10-02 20:07:38
240.142.100.6
245.15.148.42
1333
443
TCP
39046
111617
python-requests/2.31.0
https://internal.bank.local/owa/auth/logon.aspx?id=238510
2025-10-02 20:16:56
22.228.44.250
19.238.6.94
29973
443
TCP
13341
33088
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://app.company.in/wp-login.php?id=3172
2025-10-02 20:27:20
132.201.99.126
123.88.161.61
15577
445
TCP
56290
159140
Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers...
https://portal.example.org/shell?id=852454
2025-10-02 20:33:49
82.28.184.102
248.16.170.116
5792
53
TCP
41601
12587
python-requests/2.31.0
https://portal.example.org/dashboard?id=85089
2025-10-02 21:09:58
38.218.189.99
58.95.59.58
58414
53
TCP
4485
17512
curl/8.4.0
https://portal.example.org/wp-login.php?id=497567
2025-10-02 21:11:40
96.6.145.89
97.227.197.76
14145
3306
TCP
4920
10016
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://api.service.io/config.php?id=552030
2025-10-02 21:23:02
90.157.228.224
92.170.190.35
10646
3306
TCP
21069
39732
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://webmail.corp/.env?id=177244
2025-10-02 21:30:29
144.44.110.187
105.56.161.31
3306
3306
UDP
63279
261018
Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
https://portal.example.org/test.php?id=267916
2025-10-02 21:30:45
228.227.212.206
8.225.5.189
51304
1433
UDP
433927
855645
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
2025-10-02 22:00:05
114.147.83.207
90.187.254.3
6108
443
TCP
35767
70686
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-02 22:13:10
187.217.212.36
94.80.191.10
54434
447
TCP
2053
6053
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
2025-10-02 22:26:08
214.44.73.54
228.71.82.226
59059
3306
TCP
1668
3151
python-urllib/3.9
https://webmail.corp/test.php?id=386317
2025-10-02 22:43:31
78.243.171.17
205.136.148.24
16128
53
TCP
551683
1786796
curl/8.4.0
2025-10-02 22:47:06
239.192.45.2
33.97.175.238
36686
3306
TCP
58052
103749
python-requests/2.31.0
2025-10-02 23:08:45
105.139.212.45
173.222.88.239
58938
3306
UDP
20345
11762
Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0
2025-10-02 23:22:56
143.236.70.52
240.162.203.153
51627
53
TCP
16923
61277
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://webmail.corp/config.php?id=467108
2025-10-02 23:29:19
48.195.148.142
39.204.126.81
45097
3306
UDP
3746
5925
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-03 00:20:25
126.21.154.214
111.12.17.99
9945
4241
TCP
5919
1313
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://api.service.io/dashboard?id=214398
2025-10-03 00:35:57
150.155.252.144
166.95.171.171
23982
1433
TCP
468221
160908
curl/8.4.0
https://internal.bank.local/api/v1/users?id=473155
2025-10-03 01:00:48
190.237.114.7
89.32.187.23
41667
36325
TCP
4525
3522
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-03 01:45:20
203.1.78.68
124.228.185.20
52846
1433
TCP
4388
3037
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://portal.example.org/manager/html?id=930740
2025-10-03 01:45:59
77.241.63.168
222.102.243.225
11747
443
TCP
7161
19008
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://webmail.corp/phpmyadmin?id=635383
2025-10-03 02:04:18
171.147.213.46
213.117.77.25
5248
3306
TCP
3238
8413
Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0
https://portal.example.org/.env?id=63706
2025-10-03 02:34:04
126.125.14.31
18.88.232.206
8660
443
TCP
22572
42856
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
2025-10-03 02:43:43
196.141.252.249
51.136.128.207
445
12448
TCP
125775
165363
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
2025-10-03 02:47:53
18.185.246.145
223.171.10.172
14936
1433
TCP
8293
14536
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-03 03:03:38
112.132.243.250
214.55.5.254
11838
25
TCP
2447
1186
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://portal.example.org/manager/html?id=925492
2025-10-03 03:03:41
178.61.191.132
15.249.65.111
44085
445
UDP
35135
134970
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-03 03:07:22
188.8.132.42
69.213.45.102
60290
53
TCP
20146
61726
curl/8.4.0
https://app.company.in/phpmyadmin?id=531548
2025-10-03 03:34:07
149.29.74.82
175.180.36.108
80
443
TCP
109574
52376
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://app.company.in/admin?id=67367
2025-10-03 04:18:11
119.69.182.42
39.220.171.64
46973
53
TCP
10644
40398
Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers...
2025-10-03 04:22:58
14.139.184.108
39.72.65.217
32374
21
ICMP
14526
5554
Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0
https://webmail.corp/login?id=927366
2025-10-03 04:37:37
163.182.24.75
173.133.230.11
22704
3389
TCP
17339
10249
Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers...
https://app.company.in/login?id=548501
2025-10-03 04:58:37
75.39.99.197
190.48.1.28
50647
445
TCP
25397
13588
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
2025-10-03 05:00:25
161.93.48.154
70.55.85.150
7957
53
TCP
11753
24286
curl/8.4.0
https://internal.bank.local/dashboard?id=820109
2025-10-03 05:49:46
193.85.165.224
185.226.37.158
30829
1433
UDP
9068
29884
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://internal.bank.local/wp-login.php?id=921729
2025-10-03 06:00:16
81.154.138.176
143.139.22.199
24690
445
UDP
1140
1484
curl/8.4.0
https://portal.example.org/test.php?id=86240
2025-10-03 07:08:31
179.185.49.137
216.128.126.115
18787
25
TCP
8914
29100
python-requests/2.31.0
https://webmail.corp/test.php?id=911007
2025-10-03 07:20:54
149.180.73.4
197.154.61.208
41551
80
TCP
69172
43570
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-03 07:42:53
36.144.190.200
35.205.56.125
1459
22
TCP
85853
329067
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-03 07:53:35
125.210.174.236
194.127.4.187
15353
445
TCP
10365
23317
python-requests/2.31.0
https://app.company.in/shell?id=831459
2025-10-03 08:24:21
234.83.52.56
4.9.165.132
26898
22
TCP
176165
371845
Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers...
https://app.company.in/login?id=157374
2025-10-03 08:54:55
40.113.96.204
139.6.168.219
9987
80
TCP
21037
51409
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-03 09:14:06
230.58.213.118
128.180.101.58
53
80
UDP
2590
8209
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://internal.bank.local/test.php?id=32497
2025-10-03 09:34:06
235.39.59.210
5.98.110.73
27866
22
TCP
1565
2281
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://internal.bank.local/manager/html?id=712807
2025-10-03 09:45:23
34.8.245.90
183.12.174.9
32582
21
TCP
154695
222585
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://api.service.io/manager/html?id=824597
2025-10-03 10:02:57
80.185.71.210
142.57.24.87
39147
443
TCP
12127
36872
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://internal.bank.local/phpmyadmin?id=917756
2025-10-03 10:06:08
114.175.88.182
97.113.174.246
17230
19003
TCP
3157
10055
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://webmail.corp/manager/html?id=849653
2025-10-03 10:16:45
78.14.60.57
165.221.19.163
3389
3389
UDP
592
55
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
https://webmail.corp/dashboard?id=428205
2025-10-03 10:18:41
33.72.116.79
48.54.120.18
32480
25
TCP
11694
31898
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://internal.bank.local/owa/auth/logon.aspx?id=13072
2025-10-03 10:53:18
33.107.66.252
25.210.212.146
62827
80
TCP
42091
73364
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Sa...
2025-10-03 11:18:54
21.217.57.20
78.214.11.228
37026
21
TCP
7213
26763
python-urllib/3.9
https://webmail.corp/shell?id=698602
2025-10-03 11:50:06
5.247.220.11
36.38.82.234
65184
443
TCP
4083
15445
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
2025-10-03 11:58:06
51.55.16.204
245.148.220.247
65460
53
UDP
9145
9079
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0....
https://app.company.in/manager/html?id=220878
2025-10-03 12:04:19
169.30.240.31
115.216.132.37
43622
21
TCP
160991
30432
Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
https://internal.bank.local/login?id=465411
2025-10-03 12:16:10
233.129.22.17
130.58.76.181
443
53
UDP
2371
7646
